0.000000000000000000e+00,9.200000000000000000e+01
9.775171065493645783e-02,9.900000000000000000e+01
1.955034213098729157e-01,9.300000000000000000e+01
2.932551319648093457e-01,1.000000000000000000e+02
3.910068426197458313e-01,9.600000000000000000e+01
4.887585532746823169e-01,9.400000000000000000e+01
5.865102639296186915e-01,8.700000000000000000e+01
6.842619745845551771e-01,9.500000000000000000e+01
7.820136852394916627e-01,9.300000000000000000e+01
8.797653958944281483e-01,8.500000000000000000e+01
9.775171065493646338e-01,1.000000000000000000e+02
1.075268817204301008e+00,1.040000000000000000e+02
1.173020527859237383e+00,7.200000000000000000e+01
1.270772238514173980e+00,1.100000000000000000e+02
1.368523949169110354e+00,9.100000000000000000e+01
1.466275659824046951e+00,1.000000000000000000e+02
1.564027370478983325e+00,1.040000000000000000e+02
1.661779081133919700e+00,9.800000000000000000e+01
1.759530791788856297e+00,1.180000000000000000e+02
1.857282502443792671e+00,9.400000000000000000e+01
1.955034213098729268e+00,1.070000000000000000e+02
2.052785923753665642e+00,1.070000000000000000e+02
2.150537634408602017e+00,1.140000000000000000e+02
2.248289345063538391e+00,1.060000000000000000e+02
2.346041055718474766e+00,1.290000000000000000e+02
2.443792766373411585e+00,9.400000000000000000e+01
2.541544477028347959e+00,1.100000000000000000e+02
2.639296187683284334e+00,1.020000000000000000e+02
2.737047898338220708e+00,9.500000000000000000e+01
2.834799608993157083e+00,1.180000000000000000e+02
2.932551319648093902e+00,1.170000000000000000e+02
3.030303030303030276e+00,9.900000000000000000e+01
3.128054740957966651e+00,1.190000000000000000e+02
3.225806451612903025e+00,1.010000000000000000e+02
3.323558162267839400e+00,1.080000000000000000e+02
3.421309872922776218e+00,1.160000000000000000e+02
3.519061583577712593e+00,1.170000000000000000e+02
3.616813294232648968e+00,9.900000000000000000e+01
3.714565004887585342e+00,1.250000000000000000e+02
3.812316715542521717e+00,1.140000000000000000e+02
3.910068426197458535e+00,1.210000000000000000e+02
4.007820136852394910e+00,1.150000000000000000e+02
4.105571847507331285e+00,1.320000000000000000e+02
4.203323558162267659e+00,1.170000000000000000e+02
4.301075268817204034e+00,1.140000000000000000e+02
4.398826979472140408e+00,1.310000000000000000e+02
4.496578690127076783e+00,1.260000000000000000e+02
4.594330400782013157e+00,1.380000000000000000e+02
4.692082111436949532e+00,1.100000000000000000e+02
4.789833822091886795e+00,1.160000000000000000e+02
4.887585532746823169e+00,1.280000000000000000e+02
4.985337243401759544e+00,1.230000000000000000e+02
5.083088954056695918e+00,1.320000000000000000e+02
5.180840664711632293e+00,1.430000000000000000e+02
5.278592375366568668e+00,1.140000000000000000e+02
5.376344086021505042e+00,1.400000000000000000e+02
5.474095796676441417e+00,1.470000000000000000e+02
5.571847507331377791e+00,1.200000000000000000e+02
5.669599217986314166e+00,1.140000000000000000e+02
5.767350928641251429e+00,1.440000000000000000e+02
5.865102639296187803e+00,1.260000000000000000e+02
5.962854349951124178e+00,1.040000000000000000e+02
6.060606060606060552e+00,1.380000000000000000e+02
6.158357771260996927e+00,1.300000000000000000e+02
6.256109481915933301e+00,1.080000000000000000e+02
6.353861192570869676e+00,1.230000000000000000e+02
6.451612903225806051e+00,1.370000000000000000e+02
6.549364613880742425e+00,1.360000000000000000e+02
6.647116324535678800e+00,1.360000000000000000e+02
6.744868035190615174e+00,1.290000000000000000e+02
6.842619745845552437e+00,1.210000000000000000e+02
6.940371456500488812e+00,1.270000000000000000e+02
7.038123167155425186e+00,1.250000000000000000e+02
7.135874877810361561e+00,1.610000000000000000e+02
7.233626588465297935e+00,1.340000000000000000e+02
7.331378299120234310e+00,1.410000000000000000e+02
7.429130009775170684e+00,1.680000000000000000e+02
7.526881720430107059e+00,1.470000000000000000e+02
7.624633431085043433e+00,1.520000000000000000e+02
7.722385141739979808e+00,1.660000000000000000e+02
7.820136852394917071e+00,1.550000000000000000e+02
7.917888563049853445e+00,1.520000000000000000e+02
8.015640273704789820e+00,1.560000000000000000e+02
8.113391984359726194e+00,1.410000000000000000e+02
8.211143695014662569e+00,1.350000000000000000e+02
8.308895405669598944e+00,1.330000000000000000e+02
8.406647116324535318e+00,1.700000000000000000e+02
8.504398826979471693e+00,1.460000000000000000e+02
8.602150537634408067e+00,1.400000000000000000e+02
8.699902248289344442e+00,1.400000000000000000e+02
8.797653958944280816e+00,1.490000000000000000e+02
8.895405669599217191e+00,1.390000000000000000e+02
8.993157380254153566e+00,1.480000000000000000e+02
9.090909090909089940e+00,1.450000000000000000e+02
9.188660801564026315e+00,1.490000000000000000e+02
9.286412512218962689e+00,1.790000000000000000e+02
9.384164222873899064e+00,1.650000000000000000e+02
9.481915933528837215e+00,1.480000000000000000e+02
9.579667644183773589e+00,1.470000000000000000e+02
9.677419354838709964e+00,1.650000000000000000e+02
9.775171065493646338e+00,1.710000000000000000e+02
9.872922776148582713e+00,1.470000000000000000e+02
9.970674486803519088e+00,1.600000000000000000e+02
1.006842619745845546e+01,1.370000000000000000e+02
1.016617790811339184e+01,1.860000000000000000e+02
